strain,group,method,trunc_idx,trunc_time,n_points,fit_success,r_squared,rmse,gompertz_A,gompertz_mu,gompertz_lambda,a_err_pct,mu_err_pct
PERMETHRINANDLB-PERM4,Group4,adaptive_r2,33.0,8.249745833333334,34.0,True,0.9950111435724593,0.028941495824857565,1.0887382479438594,0.31898599256025556,2.757596644236933,1.824938381614844,4.09912369294273
PERMETHRINANDLB-PERM4,Group4,gp_derivative,107.0,26.74925027777778,108.0,True,0.9906567232089311,0.05454563144137882,1.6665091765709001,0.18057726572871508,1.785745892701952,0.5535283790086558,2.5156030152696687
PERMETHRINANDLB-PERM4,Group4,changepoint,,,,False,,,,,,,
PERMETHRINANDLB-PERM4,Group4,consensus,93.0,23.2493475,94.0,True,0.9905890355119474,0.055336383736163584,1.6435574218450444,0.18552563780049977,1.8606851049071518,0.6806221633048584,2.7182849881002276
PERMETHRINANDLB-CYPERM2,Group4,first_peak,258.0,64.49823611111111,259.0,True,0.9960411462421753,0.006496854363170964,0.7069492108214595,0.019021127064613032,44.875405633881606,4.217967657761535,1.2072092242830776
PERMETHRINANDLB-CYPERM2,Group4,stationary_phase,351.0,87.74761055555555,352.0,True,0.9988753926127242,0.00816472811746244,0.8041592062004718,0.02056431713686375,45.79121354601807,0.5845205819501337,0.5291282133044802
PERMETHRINANDLB-CYPERM2,Group4,adaptive_r2,371.0,92.74747555555555,372.0,True,0.9972486353334873,0.013558443324024684,0.7446505773658294,0.021263255826345584,45.99763583964487,0.6139986303080212,0.9227810189871319
PERMETHRINANDLB-CYPERM2,Group4,gp_derivative,341.0,85.24767694444444,342.0,True,0.9989698908641268,0.007475431240177522,0.8269468006268711,0.020440146125335137,45.78558137417588,0.67122167794767,0.4730089755378518
PERMETHRINANDLB-CYPERM2,Group4,changepoint,,,,False,,,,,,,
PERMETHRINANDLB-CYPERM2,Group4,consensus,341.0,85.24767694444444,342.0,True,0.9989698908641268,0.007475431240177522,0.8269468006268711,0.020440146125335137,45.78558137417588,0.67122167794767,0.4730089755378518
PERMETHRINANDLB-PERM7,Group4,first_peak,66.0,16.499523611111112,67.0,True,0.9909126406633028,0.04946393881802923,1.6248400827812495,0.1845918142637213,0.6294152842369538,1.0408016933266517,2.8160717930015835
PERMETHRINANDLB-PERM7,Group4,stationary_phase,88.0,21.999378888888888,89.0,True,0.9923635267272991,0.0454802186357472,1.6665298074760166,0.17754251797573223,0.5234042567563832,0.586404013141519,2.237237105817299
PERMETHRINANDLB-PERM7,Group4,adaptive_r2,31.0,7.749759444444444,32.0,True,0.9966634052484545,0.022698867023228163,1.1752683316181396,0.2557135487207685,1.1956516416865715,1.5322279217758104,2.7258336334088415
PERMETHRINANDLB-PERM7,Group4,gp_derivative,111.0,27.749223055555554,112.0,True,0.9923807728332549,0.044332012750576695,1.6961479656979654,0.17150587165499276,0.41617480905993653,0.4177044806168374,1.9898512432588955
PERMETHRINANDLB-PERM7,Group4,changepoint,,,,False,,,,,,,
PERMETHRINANDLB-PERM7,Group4,consensus,88.0,21.999378888888888,89.0,True,0.9923635267272991,0.0454802186357472,1.6665298074760166,0.17754251797573223,0.5234042567563832,0.586404013141519,2.237237105817299
PERMETHRINANDLB-CISPERM1,Group4,first_peak,381.0,95.2474111111111,382.0,True,0.9775413122857476,0.014368141685915938,0.8241250992723673,0.01141521882027649,64.28930863833344,10.158994118753935,3.7573625639677783
PERMETHRINANDLB-CISPERM1,Group4,stationary_phase,381.0,95.2474111111111,382.0,True,0.9775413122857476,0.014368141685915938,0.8241250992723673,0.01141521882027649,64.28930863833344,10.158994118753935,3.7573625639677783
PERMETHRINANDLB-CISPERM1,Group4,adaptive_r2,380.0,94.99742027777778,381.0,True,0.9770769605308124,0.014380759179565852,0.8395899698010163,0.011496736336598236,64.45183400046962,10.590206609347392,4.02016840880629
PERMETHRINANDLB-CISPERM1,Group4,gp_derivative,381.0,95.2474111111111,382.0,True,0.9775413122857476,0.014368141685915938,0.8241250992723673,0.01141521882027649,64.28930863833344,10.158994118753935,3.7573625639677783
PERMETHRINANDLB-CISPERM1,Group4,changepoint,,,,False,,,,,,,
PERMETHRINANDLB-CISPERM1,Group4,consensus,381.0,95.2474111111111,382.0,True,0.9775413122857476,0.014368141685915938,0.8241250992723673,0.01141521882027649,64.28930863833344,10.158994118753935,3.7573625639677783
LB-PERM4,Group4,first_peak,69.0,17.249505555555555,70.0,True,0.988929492000172,0.05947977105311964,1.586673399422024,0.19639727468154822,2.001066175868219,1.2073651966004888,3.452519924268364
LB-PERM4,Group4,stationary_phase,93.0,23.2493475,94.0,True,0.9905890355119474,0.055336383736163584,1.6435574218450444,0.18552563780049977,1.8606851049071518,0.6806221633048584,2.7182849881002276
LB-PERM4,Group4,adaptive_r2,33.0,8.249745833333334,34.0,True,0.9950111435724593,0.028941495824857565,1.0887382479438594,0.31898599256025556,2.757596644236933,1.824938381614844,4.09912369294273
LB-PERM4,Group4,gp_derivative,107.0,26.74925027777778,108.0,True,0.9906567232089311,0.05454563144137882,1.6665091765709001,0.18057726572871508,1.785745892701952,0.5535283790086558,2.5156030152696687
LB-PERM4,Group4,changepoint,,,,False,,,,,,,
LB-PERM4,Group4,consensus,93.0,23.2493475,94.0,True,0.9905890355119474,0.055336383736163584,1.6435574218450444,0.18552563780049977,1.8606851049071518,0.6806221633048584,2.7182849881002276
LB-CYPERM2,Group4,first_peak,258.0,64.49823611111111,259.0,True,0.9960411462421753,0.006496854363170964,0.7069492108214595,0.019021127064613032,44.875405633881606,4.217967657761535,1.2072092242830776
LB-CYPERM2,Group4,stationary_phase,351.0,87.74761055555555,352.0,True,0.9988753926127242,0.00816472811746244,0.8041592062004718,0.02056431713686375,45.79121354601807,0.5845205819501337,0.5291282133044802
LB-CYPERM2,Group4,adaptive_r2,371.0,92.74747555555555,372.0,True,0.9972486353334873,0.013558443324024684,0.7446505773658294,0.021263255826345584,45.99763583964487,0.6139986303080212,0.9227810189871319
LB-CYPERM2,Group4,gp_derivative,341.0,85.24767694444444,342.0,True,0.9989698908641268,0.007475431240177522,0.8269468006268711,0.020440146125335137,45.78558137417588,0.67122167794767,0.4730089755378518
LB-CYPERM2,Group4,changepoint,,,,False,,,,,,,
LB-CYPERM2,Group4,consensus,341.0,85.24767694444444,342.0,True,0.9989698908641268,0.007475431240177522,0.8269468006268711,0.020440146125335137,45.78558137417588,0.67122167794767,0.4730089755378518
LB-PERM7,Group4,first_peak,66.0,16.499523611111112,67.0,True,0.9909126406633028,0.04946393881802923,1.6248400827812495,0.1845918142637213,0.6294152842369538,1.0408016933266517,2.8160717930015835
LB-PERM7,Group4,stationary_phase,88.0,21.999378888888888,89.0,True,0.9923635267272991,0.0454802186357472,1.6665298074760166,0.17754251797573223,0.5234042567563832,0.586404013141519,2.237237105817299
LB-PERM7,Group4,adaptive_r2,31.0,7.749759444444444,32.0,True,0.9966634052484545,0.022698867023228163,1.1752683316181396,0.2557135487207685,1.1956516416865715,1.5322279217758104,2.7258336334088415
LB-PERM7,Group4,gp_derivative,111.0,27.749223055555554,112.0,True,0.9923807728332549,0.044332012750576695,1.6961479656979654,0.17150587165499276,0.41617480905993653,0.4177044806168374,1.9898512432588955
LB-PERM7,Group4,changepoint,,,,False,,,,,,,
LB-PERM7,Group4,consensus,88.0,21.999378888888888,89.0,True,0.9923635267272991,0.0454802186357472,1.6665298074760166,0.17754251797573223,0.5234042567563832,0.586404013141519,2.237237105817299
LB-LCY3,Group4,first_peak,101.0,25.249293333333338,102.0,True,0.9972730678241827,0.020271375812571678,1.1018422673118888,0.08852236296164225,3.8413932325370275,0.5749845252845409,1.4087794476724587
LB-LCY3,Group4,stationary_phase,245.0,61.24832083333333,246.0,True,0.9750994687958319,0.06796084170923519,1.3741738582916114,0.059146688206476554,1.5889701123142506,0.5656663399659733,2.465015908005339
LB-LCY3,Group4,adaptive_r2,82.0,20.499419166666662,83.0,True,0.9978208330936155,0.01681859413817495,1.0473025554072801,0.0935997620074654,4.030877089126651,0.7531608792451714,1.39432843011358
LB-LCY3,Group4,gp_derivative,284.0,70.99805916666666,285.0,True,0.9610667642463597,0.08735932037629592,1.4679789430852381,0.05007861583290476,0.10850864039271677,0.6651410198216758,2.7690556007605758
LB-LCY3,Group4,changepoint,,,,False,,,,,,,
LB-LCY3,Group4,consensus,245.0,61.24832083333333,246.0,True,0.9750994687958319,0.06796084170923519,1.3741738582916114,0.059146688206476554,1.5889701123142506,0.5656663399659733,2.465015908005339
DIAZINONANDG-DIAZ26,Group5,first_peak,95.0,47.49868777777778,96.0,True,0.9915536953531927,0.00338640584376331,0.10263043091651833,0.004189486210108169,10.558594078876743,1.3951151091703937,2.7019725578222866
DIAZINONANDG-DIAZ26,Group5,stationary_phase,95.0,47.49868777777778,96.0,True,0.9915536953531927,0.00338640584376331,0.10263043091651833,0.004189486210108169,10.558594078876743,1.3951151091703937,2.7019725578222866
DIAZINONANDG-DIAZ26,Group5,adaptive_r2,64.0,31.999105277777776,65.0,True,0.998273967386323,0.0011883723779663447,0.10184543299376463,0.004559968238456377,11.19333667562361,1.8733664596720803,1.1903293882192718
DIAZINONANDG-DIAZ26,Group5,gp_derivative,65.0,32.499093333333334,66.0,True,0.9982391285702708,0.001218098581335528,0.10045726399868768,0.004570675524242728,11.193073831456859,1.749491080450429,1.2401898897554653
DIAZINONANDG-DIAZ26,Group5,changepoint,,,,False,,,,,,,
DIAZINONANDG-DIAZ26,Group5,consensus,95.0,47.49868777777778,96.0,True,0.9915536953531927,0.00338640584376331,0.10263043091651833,0.004189486210108169,10.558594078876743,1.3951151091703937,2.7019725578222866
DIAZINONANDG-DIAZ28,Group5,first_peak,63.0,31.49911694444444,64.0,True,0.9910276697805708,0.004264963419708191,0.09857697646348364,0.025916901010134552,11.545582148525362,0.8541879023456134,6.837056808143083
DIAZINONANDG-DIAZ28,Group5,stationary_phase,89.0,44.49876527777778,90.0,True,0.9786827021765746,0.006643365306239304,0.10516370189816236,0.020722389477439554,11.116758857413599,0.9154115445200697,8.50119171083938
DIAZINONANDG-DIAZ28,Group5,adaptive_r2,52.0,25.999265,53.0,True,0.9927960387963334,0.0037420480397661613,0.0970760243338149,0.02693064072518573,11.6073070990371,0.9768280163646503,6.405740202407562
DIAZINONANDG-DIAZ28,Group5,gp_derivative,33.0,16.49952222222222,34.0,True,0.9866442383617625,0.0035646714797143188,0.1247749083533172,0.02176767945203545,11.293486665304336,9.078000088979241,5.884012009476816
DIAZINONANDG-DIAZ28,Group5,changepoint,,,,False,,,,,,,
DIAZINONANDG-DIAZ28,Group5,consensus,63.0,31.49911694444444,64.0,True,0.9910276697805708,0.004264963419708191,0.09857697646348364,0.025916901010134552,11.545582148525362,0.8541879023456134,6.837056808143083
DIAZINONANDG-DIAZ8,Group5,first_peak,30.0,14.999561111111111,31.0,True,0.9972101187277577,0.0036919752003381065,0.1770451632238681,0.04542691687106669,7.783542560483465,1.390192866102467,4.012550910002345
DIAZINONANDG-DIAZ8,Group5,stationary_phase,39.0,19.499440555555555,40.0,True,0.9960446457767341,0.004722844444559919,0.16779979504289466,0.049674294604558085,7.898100946712167,0.8536682445910178,4.955196791980131
DIAZINONANDG-DIAZ8,Group5,adaptive_r2,36.0,17.999480833333333,37.0,True,0.9968445024090825,0.0042009540740921,0.1703076159349787,0.04835845961214024,7.8643640971252,0.8877240204620287,4.380668230044637
DIAZINONANDG-DIAZ8,Group5,gp_derivative,27.0,13.499602777777778,28.0,True,0.9973521749316177,0.0032668588266077476,0.1864867315759451,0.04306459518259059,7.717412983508379,2.2705471372747477,3.7012596034930447
DIAZINONANDG-DIAZ8,Group5,changepoint,,,,False,,,,,,,
DIAZINONANDG-DIAZ8,Group5,consensus,30.0,14.999561111111111,31.0,True,0.9972101187277577,0.0036919752003381065,0.1770451632238681,0.04542691687106669,7.783542560483465,1.390192866102467,4.012550910002345
MALATHIONANDG-MAL1,Group5,first_peak,95.0,47.49868777777778,96.0,True,0.9855192003963725,0.0011671879321414817,0.02488497983320563,0.0012274165523196805,12.841132988455009,1.6422065594508528,3.990828128134343
MALATHIONANDG-MAL1,Group5,stationary_phase,95.0,47.49868777777778,96.0,True,0.9855192003963725,0.0011671879321414817,0.02488497983320563,0.0012274165523196805,12.841132988455009,1.6422065594508528,3.990828128134343
MALATHIONANDG-MAL1,Group5,adaptive_r2,95.0,47.49868777777778,96.0,True,0.9855192003963725,0.0011671879321414817,0.02488497983320563,0.0012274165523196805,12.841132988455009,1.6422065594508528,3.990828128134343
MALATHIONANDG-MAL1,Group5,gp_derivative,95.0,47.49868777777778,96.0,True,0.9855192003963725,0.0011671879321414817,0.02488497983320563,0.0012274165523196805,12.841132988455009,1.6422065594508528,3.990828128134343
MALATHIONANDG-MAL1,Group5,changepoint,,,,False,,,,,,,
MALATHIONANDG-MAL1,Group5,consensus,95.0,47.49868777777778,96.0,True,0.9855192003963725,0.0011671879321414817,0.02488497983320563,0.0012274165523196805,12.841132988455009,1.6422065594508528,3.990828128134343
MALATHIONANDG-MAL10,Group5,first_peak,38.0,18.999456944444443,39.0,True,0.993108476994128,0.0005192651440322311,0.017306283020644707,0.004942681709607724,12.816292231213305,2.2667662208590893,6.127474706372856
MALATHIONANDG-MAL10,Group5,stationary_phase,66.0,32.99907611111111,67.0,True,0.9795221530405126,0.0011966146445760281,0.017822528716047607,0.004197386150065908,12.550406954631462,1.3385620130760012,10.079347228052958
MALATHIONANDG-MAL10,Group5,adaptive_r2,95.0,47.49868777777778,96.0,True,0.9783531235834162,0.0012253694820612384,0.018877711483207615,0.003178767006595278,12.003161420462291,0.9287026784891609,8.09587083844804
MALATHIONANDG-MAL10,Group5,gp_derivative,35.0,17.499493055555558,36.0,True,0.9953579483524334,0.0003687579853260094,0.020375961782994362,0.00446032863669347,12.714829558375126,4.226901221046591,4.038287563152862
MALATHIONANDG-MAL10,Group5,changepoint,,,,False,,,,,,,
MALATHIONANDG-MAL10,Group5,consensus,38.0,18.999456944444443,39.0,True,0.993108476994128,0.0005192651440322311,0.017306283020644707,0.004942681709607724,12.816292231213305,2.2667662208590893,6.127474706372856
MALATHIONANDG-MAL2,Group5,first_peak,95.0,47.49868777777778,96.0,True,0.9057178948174589,0.0026866703467059248,0.027628391855064785,0.0010000000000000002,1.9323688829090706,3.2091403541707164,7.456917138608192
MALATHIONANDG-MAL2,Group5,stationary_phase,94.0,46.99869972222222,95.0,True,0.9056204066894731,0.002666821145219145,0.027372576211377255,0.0010000000000000002,1.8627734035475207,3.2327753149353424,7.513772495492475
MALATHIONANDG-MAL2,Group5,adaptive_r2,95.0,47.49868777777778,96.0,True,0.9057178948174589,0.0026866703467059248,0.027628391855064785,0.0010000000000000002,1.9323688829090706,3.2091403541707164,7.456917138608192
MALATHIONANDG-MAL2,Group5,gp_derivative,20.0,9.999696944444445,21.0,True,0.9954868450536338,0.00037358806614097025,0.013440917138448088,0.0067974719580201825,5.688251643438378,1.9332847861495583,7.235331464084857
MALATHIONANDG-MAL2,Group5,changepoint,,,,False,,,,,,,
MALATHIONANDG-MAL2,Group5,consensus,95.0,47.49868777777778,96.0,True,0.9057178948174589,0.0026866703467059248,0.027628391855064785,0.0010000000000000002,1.9323688829090706,3.2091403541707164,7.456917138608192
MALATHIONANDG-MAL4,Group5,first_peak,71.0,35.49900916666667,72.0,True,0.9979004814753519,0.00039526563898498353,0.025989520593086127,0.006637693286959706,27.55399503608377,0.8346316200408507,2.7432664039288435
MALATHIONANDG-MAL4,Group5,stationary_phase,95.0,47.49868777777778,96.0,True,0.9791541765207563,0.002284290527882696,0.045647573167384874,0.0026745257401153757,25.382823942540103,3.6546526896985,5.248077450595927
MALATHIONANDG-MAL4,Group5,adaptive_r2,95.0,47.49868777777778,96.0,True,0.9791541765207563,0.002284290527882696,0.045647573167384874,0.0026745257401153757,25.382823942540103,3.6546526896985,5.248077450595927
MALATHIONANDG-MAL4,Group5,gp_derivative,66.0,32.99907611111111,67.0,True,0.9975086515408299,0.0003375942551806348,0.027985371217783522,0.00623661006341217,27.480586891279895,1.8268346646954716,2.5090877851295423
MALATHIONANDG-MAL4,Group5,changepoint,,,,False,,,,,,,
MALATHIONANDG-MAL4,Group5,consensus,71.0,35.49900916666667,72.0,True,0.9979004814753519,0.00039526563898498353,0.025989520593086127,0.006637693286959706,27.55399503608377,0.8346316200408507,2.7432664039288435
MALATHIONANDG-MAL5,Group5,first_peak,70.0,34.999024166666665,71.0,True,0.9986402806576857,0.00019625655289465227,0.016812619741122557,0.0034835168996883055,26.845334215074356,0.8233039031978306,2.038242555022017
MALATHIONANDG-MAL5,Group5,stationary_phase,95.0,47.49868777777778,96.0,True,0.9893793843040783,0.0009675314167559464,0.02321937446347834,0.002039910935891124,25.601804555876186,1.5227087135631894,4.501722421424178
MALATHIONANDG-MAL5,Group5,adaptive_r2,95.0,47.49868777777778,96.0,True,0.9893793843040783,0.0009675314167559464,0.02321937446347834,0.002039910935891124,25.601804555876186,1.5227087135631894,4.501722421424178
MALATHIONANDG-MAL5,Group5,gp_derivative,95.0,47.49868777777778,96.0,True,0.9893793843040783,0.0009675314167559464,0.02321937446347834,0.002039910935891124,25.601804555876186,1.5227087135631894,4.501722421424178
MALATHIONANDG-MAL5,Group5,changepoint,,,,False,,,,,,,
MALATHIONANDG-MAL5,Group5,consensus,95.0,47.49868777777778,96.0,True,0.9893793843040783,0.0009675314167559464,0.02321937446347834,0.002039910935891124,25.601804555876186,1.5227087135631894,4.501722421424178
MALATHIONANDG-MAL6,Group5,first_peak,42.0,20.999401388888888,43.0,True,0.9987724466495375,0.0001759652009235603,0.013776513871265867,0.0038996423618289817,14.390567635248651,0.8591298183906781,2.530706081914949
MALATHIONANDG-MAL6,Group5,stationary_phase,67.0,33.49906194444445,68.0,True,0.9919689218519762,0.0006124846065523431,0.014602515292198482,0.0032809873564689155,14.13730569325089,0.8860703441036869,6.1903599312332975
MALATHIONANDG-MAL6,Group5,adaptive_r2,95.0,47.49868777777778,96.0,True,0.9840794324773303,0.0007981123784982651,0.013774387697189151,0.00383765822285441,14.366092568635427,0.8008416425160404,9.177184610795477
MALATHIONANDG-MAL6,Group5,gp_derivative,40.0,19.99942666666667,41.0,True,0.9988526567822775,0.00015606682638059238,0.014140092082261177,0.0037874631563051173,14.359400115304828,1.1199949049890512,2.328186485791665
MALATHIONANDG-MAL6,Group5,changepoint,,,,False,,,,,,,
MALATHIONANDG-MAL6,Group5,consensus,42.0,20.999401388888888,43.0,True,0.9987724466495375,0.0001759652009235603,0.013776513871265867,0.0038996423618289817,14.390567635248651,0.8591298183906781,2.530706081914949
MALATHIONANDG-MAL8,Group5,first_peak,95.0,47.49868777777778,96.0,True,0.9746643258857897,0.002141136048032457,0.03794592293519757,0.0014030600308259633,9.023113899258826,2.6152579360133785,4.5177066956521585
MALATHIONANDG-MAL8,Group5,stationary_phase,95.0,47.49868777777778,96.0,True,0.9746643258857897,0.002141136048032457,0.03794592293519757,0.0014030600308259633,9.023113899258826,2.6152579360133785,4.5177066956521585
MALATHIONANDG-MAL8,Group5,adaptive_r2,95.0,47.49868777777778,96.0,True,0.9746643258857897,0.002141136048032457,0.03794592293519757,0.0014030600308259633,9.023113899258826,2.6152579360133785,4.5177066956521585
MALATHIONANDG-MAL8,Group5,gp_derivative,36.0,17.999480833333333,37.0,True,0.9988418652177016,0.0002066299435115489,0.02151460676708759,0.004355157102497528,12.556377338969439,1.8989602568467303,2.0271311241319254
MALATHIONANDG-MAL8,Group5,changepoint,,,,False,,,,,,,
MALATHIONANDG-MAL8,Group5,consensus,95.0,47.49868777777778,96.0,True,0.9746643258857897,0.002141136048032457,0.03794592293519757,0.0014030600308259633,9.023113899258826,2.6152579360133785,4.5177066956521585
DIAZINONANDLB-DIAZ28,Group5,first_peak,54.0,26.999236944444444,55.0,True,0.993510300901413,0.03319314101752351,1.3759293942595585,0.12496004358569758,0.11336929223098319,0.6185485049611662,2.598719930836857
DIAZINONANDLB-DIAZ28,Group5,stationary_phase,63.0,31.49911694444444,64.0,True,0.9924649890111651,0.03525555343442483,1.3977985520441054,0.12105120787999522,1.3315523011576954e-12,0.541271536185127,2.5843404491285327
DIAZINONANDLB-DIAZ28,Group5,adaptive_r2,36.0,17.999480833333333,37.0,True,0.9971277274529252,0.02187128347830026,1.2974096270866342,0.13818141697892286,0.43828015741262705,0.7393753062626983,2.147565492950799
DIAZINONANDLB-DIAZ28,Group5,gp_derivative,58.0,28.99918694444445,59.0,True,0.9928105602733237,0.034775039706996885,1.3880415500505086,0.12266971839107611,0.04404638821064569,0.5923523458708115,2.6332974456175178
DIAZINONANDLB-DIAZ28,Group5,changepoint,,,,False,,,,,,,
DIAZINONANDLB-DIAZ28,Group5,consensus,58.0,28.99918694444445,59.0,True,0.9928105602733237,0.034775039706996885,1.3880415500505086,0.12266971839107611,0.04404638821064569,0.5923523458708115,2.6332974456175178
DIAZINONANDLB-DIAZ8,Group5,first_peak,12.0,5.999805555555556,13.0,True,0.9938314448867306,0.009239300540055517,0.3764052771942412,0.10899198983909786,0.051623073018645646,2.1664376259108806,5.72651796592713
DIAZINONANDLB-DIAZ8,Group5,stationary_phase,95.0,47.49868777777778,96.0,True,0.707141755791071,0.053747127706134476,0.45433032104844606,0.07347431760562093,5.203779175438779e-31,1.4031309334586317,14.811764011512233
DIAZINONANDLB-DIAZ8,Group5,adaptive_r2,39.0,19.499440555555555,40.0,True,0.9688235859130692,0.01650080890178315,0.3800110165553573,0.10390609653881647,1.146946474889905e-16,0.8778405728427313,7.254591077831779
DIAZINONANDLB-DIAZ8,Group5,gp_derivative,20.0,9.999696944444445,21.0,True,0.9884213574139814,0.011466919456487415,0.3587380704560322,0.11600747861676136,0.11282310455399215,1.1306200856071655,6.231201919882425
DIAZINONANDLB-DIAZ8,Group5,changepoint,,,,False,,,,,,,
DIAZINONANDLB-DIAZ8,Group5,consensus,20.0,9.999696944444445,21.0,True,0.9884213574139814,0.011466919456487415,0.3587380704560322,0.11600747861676136,0.11282310455399215,1.1306200856071655,6.231201919882425
IMIDACLOPRIDANDLB-IMID3,Group3,first_peak,95.0,23.749322222222226,96.0,True,0.9985563157893472,0.016383101725500154,1.542346228862446,0.0775775756327743,2.979567381796139,0.93919227650119,0.8058691161468623
IMIDACLOPRIDANDLB-IMID3,Group3,stationary_phase,95.0,23.749322222222226,96.0,True,0.9985563157893472,0.016383101725500154,1.542346228862446,0.0775775756327743,2.979567381796139,0.93919227650119,0.8058691161468623
IMIDACLOPRIDANDLB-IMID3,Group3,adaptive_r2,90.0,22.499353888888887,91.0,True,0.9986115152961402,0.015427093071856746,1.505486367351179,0.07807902771523627,2.990206957528647,1.007305214460447,0.795182060025296
IMIDACLOPRIDANDLB-IMID3,Group3,gp_derivative,95.0,23.749322222222226,96.0,True,0.9985563157893472,0.016383101725500154,1.542346228862446,0.0775775756327743,2.979567381796139,0.93919227650119,0.8058691161468623
IMIDACLOPRIDANDLB-IMID3,Group3,changepoint,,,,False,,,,,,,
IMIDACLOPRIDANDLB-IMID3,Group3,consensus,95.0,23.749322222222226,96.0,True,0.9985563157893472,0.016383101725500154,1.542346228862446,0.0775775756327743,2.979567381796139,0.93919227650119,0.8058691161468623
IMIDACLOPRID-IMID6,Group6,first_peak,109.0,54.5,110.0,True,0.9921760139797555,0.0030927556534131677,0.10856816478115044,0.004082612725634779,2.992992479363836,0.6830070010926415,2.0415881127499445
IMIDACLOPRID-IMID6,Group6,stationary_phase,120.0,60.0,121.0,True,0.9906537818338401,0.003431851217093973,0.11134976964173078,0.00392190260987281,2.636591555396555,0.6620277733978615,2.1126042622343584
IMIDACLOPRID-IMID6,Group6,adaptive_r2,88.0,44.0,89.0,True,0.9941705790500448,0.002571454763274809,0.10427950244734042,0.004318243503032553,3.4420071095857554,0.8284551799339106,1.9622371821972109
IMIDACLOPRID-IMID6,Group6,gp_derivative,123.0,61.5,124.0,True,0.9904121082938177,0.0034844804887508643,0.11191515614750729,0.003888619554809517,2.5571267759648832,0.6483297249271587,2.111102399655052
IMIDACLOPRID-IMID6,Group6,changepoint,,,,False,,,,,,,
IMIDACLOPRID-IMID6,Group6,consensus,120.0,60.0,121.0,True,0.9906537818338401,0.003431851217093973,0.11134976964173078,0.00392190260987281,2.636591555396555,0.6620277733978615,2.1126042622343584
IMIDACLOPRIDANDLB-IMID2,Group3,first_peak,39.0,9.749705,40.0,True,0.9996751935262833,0.006814919171834122,1.5929712671716185,0.151813897404181,0.6453921773318654,0.9309125807732185,0.49661103779597254
IMIDACLOPRIDANDLB-IMID2,Group3,stationary_phase,61.0,15.2495525,62.0,True,0.9998227699042149,0.006444843223246168,1.6395605821680839,0.15114352446129334,0.6472618588044928,0.2401756628458528,0.38085732127179633
IMIDACLOPRIDANDLB-IMID2,Group3,adaptive_r2,39.0,9.749705,40.0,True,0.9996751935262833,0.006814919171834122,1.5929712671716185,0.151813897404181,0.6453921773318654,0.9309125807732185,0.49661103779597254
IMIDACLOPRIDANDLB-IMID2,Group3,gp_derivative,53.0,13.249607222222224,54.0,True,0.9997827283150138,0.006768725394916352,1.641962065555066,0.15099214679575332,0.6446823138703303,0.3770238162042661,0.43032177355597134
IMIDACLOPRIDANDLB-IMID2,Group3,changepoint,,,,False,,,,,,,
IMIDACLOPRIDANDLB-IMID2,Group3,consensus,53.0,13.249607222222224,54.0,True,0.9997827283150138,0.006768725394916352,1.641962065555066,0.15099214679575332,0.6446823138703303,0.3770238162042661,0.43032177355597134
IMIDACLOPRIDANDLB-IMID5,Group3,first_peak,117.0,29.249170555555555,118.0,True,0.9978261084514042,0.02019165684877647,1.4511412374344135,0.06981562627819021,1.5485012554143418,0.6277942727095034,0.9639911831602935
IMIDACLOPRIDANDLB-IMID5,Group3,stationary_phase,149.0,37.24895611111111,150.0,True,0.9960800152297594,0.029811499666209555,1.5748067839148328,0.06536936196402489,1.1832404896984496,0.5956363472028977,1.1633005031781076
IMIDACLOPRIDANDLB-IMID5,Group3,adaptive_r2,141.0,35.24901083333333,142.0,True,0.9961049725847048,0.029209751897706204,1.5544277428493567,0.06613756529430749,1.2552544924954228,0.6508553837019107,1.1874157987294554
IMIDACLOPRIDANDLB-IMID5,Group3,gp_derivative,144.0,35.99898805555556,145.0,True,0.9960717727154661,0.02953989264159779,1.5630846922734873,0.06581606626011086,1.2257045458543216,0.6319921704026884,1.181622013744079
IMIDACLOPRIDANDLB-IMID5,Group3,changepoint,,,,False,,,,,,,
IMIDACLOPRIDANDLB-IMID5,Group3,consensus,144.0,35.99898805555556,145.0,True,0.9960717727154661,0.02953989264159779,1.5630846922734873,0.06581606626011086,1.2257045458543216,0.6319921704026884,1.181622013744079
IMIDACLOPRIDANDLB-IMID6,Group6,first_peak,40.0,20.0,41.0,True,0.9994299981743793,0.0034264518645855517,0.43312987546193027,0.035039849358908935,3.8098620123843014,0.6682240713841163,0.990535405911676
IMIDACLOPRIDANDLB-IMID6,Group6,stationary_phase,152.0,76.0,153.0,True,0.7395727876261824,0.09044409845215227,2.1399999469999997,0.010187244743650055,8.944047822923308e-15,52.94791225138004,19.26178436318893
IMIDACLOPRIDANDLB-IMID6,Group6,adaptive_r2,188.0,94.0,189.0,True,0.917186551119547,0.053482001083817815,0.641275598012109,0.01691709189474692,2.6304115554807947e-19,1.118608532067404,4.8063392061531465
IMIDACLOPRIDANDLB-IMID6,Group6,gp_derivative,63.0,31.5,64.0,True,0.9958819861618174,0.010400950076998464,0.45982058610687854,0.03237029553084797,3.49909962569652,0.7162615734757436,2.1892021219546995
IMIDACLOPRIDANDLB-IMID6,Group6,changepoint,,,,False,,,,,,,
